id,government_id,diagnosed_date,age,gender,detected_city,detected_district,detected_state,nationality,current_status,status_change_date,notes
3610,US-155788,22/09/2023,31,F,Faithfort,North Davidmouth,Hawaii,USA,Hospitalized,08/04/2023,N/A
3611,US-538390,30/06/2023,99,M,South Dariusborough,Josephbury,Illinois,USA,Hospitalized,03/08/2023,N/A
3612,US-366857,07/06/2023,,M,Lake Lisa,Walkerstad,Montana,USA,Deceased,06/11/2023,N/A
3613,US-672712,15/10/2023,67,F,Knightburgh,Martinezport,New Hampshire,USA,Recovered,10/10/2023,N/A
3614,US-324556,22/02/2023,96,M,Baileychester,Ramirezberg,Massachusetts,USA,Deceased,25/05/2023,N/A
3615,US-619991,05/01/2023,78,M,Sarahbury,West Tyroneland,Colorado,USA,Deceased,28/11/2023,N/A
3616,US-191250,31/12/2022,82,F,East Kathleen,Travisside,New Hampshire,USA,Hospitalized,13/11/2023,N/A
3617,US-207535,22/12/2022,82,M,East Amanda,Michaelton,Nevada,USA,Hospitalized,20/04/2023,N/A
3618,US-2529,04/12/2023,21,F,Melanieview,Justinhaven,Louisiana,USA,Recovered,16/02/2023,N/A
3619,US-519124,27/06/2023,93,M,East Daniel,East Donaldland,Virginia,USA,Recovered,29/04/2023,N/A
3620,US-191730,20/10/2023,34,M,Jordanmouth,Amandaview,Washington,USA,Hospitalized,17/06/2023,N/A
3621,US-821498,11/08/2023,9,M,Monicamouth,South Tony,Montana,USA,Deceased,05/09/2023,N/A
3622,US-46497,04/02/2023,66,,West Nataliemouth,South Sethburgh,Wisconsin,USA,Recovered,24/01/2023,N/A
3623,US-754931,12/05/2023,91,M,Webbport,Rickeyshire,South Carolina,USA,Deceased,11/11/2023,N/A
3624,US-83427,15/02/2023,2,F,Lake Brendabury,Robertville,Illinois,USA,Hospitalized,15/11/2023,N/A
3625,US-790398,24/03/2023,5,F,Joseberg,Sellersport,Alaska,USA,Recovered,01/06/2023,N/A
3626,US-457362,01/11/2023,,M,Andrewside,Port Denise,Florida,USA,Hospitalized,11/12/2022,N/A
3627,US-645002,01/07/2023,70,M,Kristinamouth,Abigailview,New Hampshire,USA,Deceased,10/12/2023,N/A
3628,US-213052,02/02/2023,92,F,New Haley,New Ashleyport,Indiana,USA,Deceased,16/06/2023,N/A
3629,US-205556,22/01/2023,,F,New Stephanie,Maxwellport,Wyoming,USA,Deceased,05/10/2023,N/A
3630,US-553806,04/04/2023,,M,Anthonyland,Jeffreyhaven,Virginia,USA,Deceased,27/09/2023,N/A
3631,US-260862,07/02/2023,,F,Wangbury,Bradfordtown,Alaska,USA,Deceased,09/11/2023,N/A
3632,US-664676,12/09/2023,51,F,South Damonhaven,Port Barbarafort,Wyoming,USA,Recovered,30/09/2023,N/A
3633,US-67252,13/05/2023,85,F,Craigberg,Georgemouth,Georgia,USA,Recovered,20/07/2023,N/A
3634,US-949876,05/08/2023,96,M,Jamesport,North Dave,Virginia,USA,Deceased,30/12/2022,N/A
3635,US-586986,09/01/2023,65,M,West Timothymouth,East Crystalburgh,Mississippi,USA,Recovered,05/04/2023,N/A
3636,US-546619,10/12/2022,11,,Thomasmouth,Lake Kimberlytown,Minnesota,USA,Deceased,03/02/2023,N/A
3637,US-584105,28/02/2023,51,M,West James,Banksmouth,Idaho,USA,Recovered,22/12/2022,N/A
3638,US-217691,14/01/2023,56,M,Michaelmouth,South Mercedesmouth,New York,USA,Recovered,09/11/2023,N/A
3639,US-992858,07/10/2023,,F,North Tammyhaven,New Krystal,New Mexico,USA,Hospitalized,26/08/2023,N/A
3640,US-325101,06/05/2023,,F,Royport,Mayshire,Indiana,USA,Hospitalized,11/08/2023,N/A
3641,US-692885,21/12/2022,,F,North Stephenhaven,West Andrea,Utah,USA,Deceased,21/12/2022,N/A
3642,US-874471,20/09/2023,82,F,New Kellyview,Michaelfurt,Idaho,USA,Hospitalized,29/11/2023,N/A
3643,US-891186,14/03/2023,45,F,Carlyland,Port Kayla,Colorado,USA,Recovered,18/02/2023,N/A
3644,US-598171,20/11/2023,13,F,South Ambermouth,Lake Jeffreyview,Pennsylvania,USA,Deceased,11/12/2022,N/A
3645,US-656931,04/03/2023,85,,South Richard,West Kelly,North Carolina,USA,Deceased,13/08/2023,N/A
3646,US-263141,21/11/2023,41,F,Martinezport,Lake Madisonborough,Florida,USA,Hospitalized,26/04/2023,N/A
3647,US-246575,18/11/2023,,M,South Russell,New Ryanborough,Illinois,USA,Hospitalized,03/12/2023,N/A
3648,US-720811,20/11/2023,19,M,South Nicole,Cassidyland,Florida,USA,Hospitalized,19/01/2023,N/A
3649,US-118770,14/11/2023,53,F,Port Kathrynchester,South Scott,Louisiana,USA,Recovered,16/02/2023,N/A
3650,US-715741,07/12/2023,74,F,Tinaberg,Schneidermouth,Arizona,USA,Hospitalized,01/05/2023,N/A
3651,US-38443,09/09/2023,,F,Elizabethville,New Sarah,Iowa,USA,Deceased,19/04/2023,N/A
3652,US-202471,16/10/2023,62,F,Rachelfort,Alanmouth,North Carolina,USA,Hospitalized,06/11/2023,N/A
3653,US-34582,12/07/2023,24,M,Tanyamouth,Andrewbury,Ohio,USA,Hospitalized,04/02/2023,N/A
3654,US-155336,17/11/2023,,F,Rhondaville,Simmonston,Connecticut,USA,Recovered,24/09/2023,N/A
3655,US-667133,31/05/2023,93,M,Timothybury,South Jessicachester,Arkansas,USA,Hospitalized,06/12/2023,N/A
3656,US-932960,19/05/2023,96,F,South Elijahville,Baxterville,Oregon,USA,Deceased,04/10/2023,N/A
3657,US-25720,19/02/2023,31,M,Cooperland,South Timothyside,Maine,USA,Hospitalized,24/03/2023,N/A
3658,US-966111,29/01/2023,36,F,Scottmouth,Phillipsfurt,Indiana,USA,Recovered,27/03/2023,N/A
3659,US-800109,12/08/2023,96,M,South Dianeland,Toddville,Wisconsin,USA,Recovered,05/08/2023,N/A
3660,US-836796,18/01/2023,3,,Ramirezchester,Port Vickie,Oregon,USA,Recovered,18/12/2022,N/A
3661,US-305034,15/02/2023,12,M,West Christina,North Amanda,Wyoming,USA,Deceased,29/08/2023,N/A
3662,US-69791,01/04/2023,57,M,Allisontown,Karimouth,California,USA,Deceased,07/08/2023,N/A
3663,US-37195,10/07/2023,,M,Mooreborough,South Maryhaven,Colorado,USA,Recovered,16/06/2023,N/A
3664,US-780344,22/02/2023,34,M,Kleinton,Carrollside,Maine,USA,Recovered,31/03/2023,N/A
3665,US-133,24/06/2023,23,F,Dustinside,Kirbyview,Vermont,USA,Recovered,26/08/2023,N/A
3666,US-896390,14/04/2023,68,F,Kirktown,New Whitney,Mississippi,USA,Deceased,15/11/2023,N/A
3667,US-526008,24/05/2023,78,,Alexanderhaven,Davidland,Mississippi,USA,Hospitalized,11/02/2023,N/A
3668,US-221268,13/08/2023,46,F,Jerrymouth,Port Melindashire,Colorado,USA,Hospitalized,30/10/2023,N/A
3669,US-91102,22/04/2023,,F,Debraview,West Jefferyview,Minnesota,USA,Recovered,26/01/2023,N/A
3670,US-512512,13/01/2023,,F,Sotoborough,Bryanton,Virginia,USA,Recovered,19/12/2022,N/A
3671,US-875875,20/01/2023,25,M,Huffview,Evansmouth,Louisiana,USA,Hospitalized,19/02/2023,N/A
3672,US-492796,09/05/2023,58,M,Amberton,Colemanfort,Illinois,USA,Hospitalized,10/01/2023,N/A
3673,US-679627,28/09/2023,56,M,Townsendchester,Lake Brian,Oregon,USA,Recovered,08/07/2023,N/A
3674,US-625502,29/04/2023,33,F,Kennedyport,New Holly,Illinois,USA,Deceased,01/09/2023,N/A
3675,US-406953,23/12/2022,,M,North Deannaberg,South Peter,Arkansas,USA,Recovered,23/06/2023,N/A
3676,US-393368,19/03/2023,60,M,East Ashleystad,Port Harold,Maryland,USA,Hospitalized,17/09/2023,N/A
3677,US-262599,14/06/2023,19,M,Stacieton,Port Melanieshire,Nevada,USA,Hospitalized,02/01/2023,N/A
3678,US-576560,14/06/2023,,M,East Amy,Andrewhaven,Virginia,USA,Hospitalized,13/11/2023,N/A
3679,US-544272,24/12/2022,,F,East Taylor,West Erin,North Dakota,USA,Hospitalized,11/05/2023,N/A
3680,US-821935,31/01/2023,65,M,East Stefanie,Jenniferbury,Arkansas,USA,Deceased,27/01/2023,N/A
3681,US-177318,24/07/2023,31,,Theresaville,Garystad,Arkansas,USA,Hospitalized,16/05/2023,N/A
3682,US-354442,02/07/2023,98,M,Marissafort,Lake Kelly,Virginia,USA,Recovered,25/03/2023,N/A
3683,US-647028,31/12/2022,42,F,New Carmen,South Shelly,Nevada,USA,Hospitalized,20/06/2023,N/A
3684,US-549957,13/10/2023,20,F,West Jamesville,Morganchester,Georgia,USA,Hospitalized,17/05/2023,N/A
3685,US-575986,04/03/2023,45,M,West Danielleside,North Corey,Nevada,USA,Recovered,05/09/2023,N/A
3686,US-124095,27/10/2023,53,F,Derekmouth,New Amy,Montana,USA,Recovered,04/10/2023,N/A
3687,US-128210,21/09/2023,52,M,West Nicholasland,North Sandraborough,Oklahoma,USA,Recovered,10/04/2023,N/A
3688,US-936504,23/09/2023,2,M,Anthonymouth,Port Garymouth,Illinois,USA,Deceased,10/01/2023,N/A
3689,US-345607,19/09/2023,92,M,Georgetown,South Michele,North Dakota,USA,Deceased,29/04/2023,N/A
3690,US-481886,10/01/2023,,,East Samanthafurt,Bensonshire,Indiana,USA,Recovered,27/11/2023,N/A
3691,US-913316,26/12/2022,,M,East Ashlee,Robinsonberg,Kentucky,USA,Hospitalized,18/09/2023,N/A
3692,US-425733,18/02/2023,,M,North Meganfort,South Christine,Nebraska,USA,Hospitalized,01/11/2023,N/A
3693,US-611548,10/10/2023,90,M,Lake Michaelstad,South Jeremymouth,Arkansas,USA,Hospitalized,25/01/2023,N/A
3694,US-615199,23/04/2023,60,F,Clarkfort,Lake Charlesview,Alabama,USA,Deceased,26/04/2023,N/A
3695,US-759971,28/12/2022,77,F,Whiteland,South Ashleyport,New York,USA,Deceased,18/03/2023,N/A
3696,US-575561,08/07/2023,32,F,Douglashaven,Port Kennethstad,South Dakota,USA,Recovered,27/10/2023,N/A
3697,US-297442,10/07/2023,57,F,New Brittanymouth,New Tylerfort,Tennessee,USA,Deceased,15/05/2023,N/A
3698,US-703199,23/11/2023,85,M,Donnafurt,Alishamouth,South Dakota,USA,Hospitalized,30/09/2023,N/A
3699,US-623256,01/05/2023,,F,Adkinston,Lake Johnnyside,Connecticut,USA,Deceased,30/06/2023,N/A
3700,US-780330,23/01/2023,,M,Robertland,Lake Rebeccaville,Oregon,USA,Recovered,01/05/2023,N/A
3701,US-763653,12/12/2022,,F,Port Leslieborough,Gonzalezbury,Massachusetts,USA,Hospitalized,19/11/2023,N/A
3702,US-541355,04/09/2023,60,F,East Courtneymouth,New Steven,North Carolina,USA,Hospitalized,14/02/2023,N/A
3703,US-69566,23/05/2023,55,M,Loriport,South Raymondbury,Tennessee,USA,Recovered,18/11/2023,N/A
3704,US-72398,30/07/2023,74,F,Gregoryhaven,North Joshuaborough,Nevada,USA,Deceased,19/03/2023,N/A
3705,US-796395,05/09/2023,72,F,Mariaberg,Johnview,Kansas,USA,Hospitalized,20/09/2023,N/A
3706,US-580369,24/09/2023,17,F,Beckyberg,East Jamieshire,Montana,USA,Deceased,30/07/2023,N/A
3707,US-844541,14/10/2023,,M,Lake Vanessafurt,Bethstad,Florida,USA,Hospitalized,19/01/2023,N/A
3708,US-198450,01/04/2023,,M,Grahambury,Aprilfort,South Dakota,USA,Recovered,24/08/2023,N/A
3709,US-777811,04/06/2023,29,F,Port Christy,Abigailstad,South Carolina,USA,Recovered,10/01/2023,N/A
3710,US-459990,17/06/2023,78,M,Martinberg,New Brandon,Colorado,USA,Recovered,17/01/2023,N/A
3711,US-320808,04/10/2023,36,M,Joshuastad,Barnesstad,Minnesota,USA,Deceased,06/08/2023,N/A
3712,US-738409,27/08/2023,31,F,Garciaport,Lake Mary,Massachusetts,USA,Deceased,04/03/2023,N/A
3713,US-218355,26/08/2023,8,,New Erik,Beasleyfort,Colorado,USA,Recovered,26/01/2023,N/A
3714,US-38018,11/04/2023,2,M,Paulburgh,Jacobborough,Rhode Island,USA,Recovered,11/07/2023,N/A
3715,US-994250,16/08/2023,72,M,Tannerbury,New Meaganfort,Massachusetts,USA,Deceased,27/06/2023,N/A
3716,US-361728,10/12/2023,,M,South Kathleenside,West Vincent,Texas,USA,Hospitalized,13/06/2023,N/A
3717,US-88030,06/03/2023,91,M,North Timothyborough,Bishopton,North Dakota,USA,Recovered,06/08/2023,N/A
3718,US-897124,07/06/2023,96,M,Kristinchester,New Tracy,Florida,USA,Recovered,14/10/2023,N/A
3719,US-570804,15/10/2023,,M,Danielmouth,Lake Ashleybury,Massachusetts,USA,Recovered,16/01/2023,N/A
3720,US-796643,08/09/2023,45,F,West Donnamouth,Port Jasonborough,Nevada,USA,Hospitalized,10/05/2023,N/A
3721,US-525936,11/11/2023,30,M,West Jessica,West Marymouth,Missouri,USA,Hospitalized,09/02/2023,N/A
3722,US-509968,05/12/2023,34,M,Mcdanielborough,Lake Lisa,South Dakota,USA,Recovered,22/02/2023,N/A
3723,US-328830,22/12/2022,64,F,West Samuelmouth,Joneschester,Missouri,USA,Deceased,05/04/2023,N/A
3724,US-266901,03/10/2023,4,F,New Amandaville,Robertside,Georgia,USA,Recovered,25/01/2023,N/A
3725,US-666691,18/06/2023,86,M,West Anthonyberg,Loganside,Iowa,USA,Recovered,06/08/2023,N/A
3726,US-602318,09/07/2023,22,F,Lake Charlesberg,West Jennifer,Ohio,USA,Recovered,03/02/2023,N/A
3727,US-454976,30/09/2023,48,M,Lewisberg,South Tamara,Rhode Island,USA,Hospitalized,26/09/2023,N/A
3728,US-822694,26/02/2023,47,M,West Kayla,Lake Micheleview,Maryland,USA,Deceased,17/12/2022,N/A
3729,US-812656,20/07/2023,6,F,East Cynthiaville,Lake Gary,Kentucky,USA,Deceased,29/06/2023,N/A
3730,US-524862,12/02/2023,98,M,East Annafurt,South Barbara,Kentucky,USA,Deceased,27/02/2023,N/A
3731,US-520964,12/12/2022,71,M,Josemouth,South Teresa,Delaware,USA,Recovered,31/10/2023,N/A
3732,US-599499,26/10/2023,2,M,Danielbury,Alanmouth,Maine,USA,Hospitalized,06/09/2023,N/A
3733,US-639434,24/08/2023,52,M,Port Rhondaport,Campbellville,South Dakota,USA,Recovered,04/03/2023,N/A
3734,US-586091,17/09/2023,15,M,Brianview,South Ryanshire,Maine,USA,Deceased,30/05/2023,N/A
3735,US-427073,21/11/2023,29,M,North Taylor,Olsenmouth,Delaware,USA,Hospitalized,15/11/2023,N/A
3736,US-288262,29/11/2023,13,F,West Shaun,Lake Timothy,Alaska,USA,Recovered,03/08/2023,N/A
3737,US-830360,28/05/2023,,M,Port Troyview,Annbury,Texas,USA,Hospitalized,28/01/2023,N/A
3738,US-80637,15/05/2023,,F,Raymondshire,Port Dennistown,North Dakota,USA,Recovered,29/07/2023,N/A
3739,US-521829,10/05/2023,,M,Stevensonfort,New Donald,Rhode Island,USA,Deceased,06/12/2023,N/A
3740,US-568329,01/08/2023,,F,Burnsborough,North Kelsey,Idaho,USA,Hospitalized,24/06/2023,N/A
3741,US-748047,29/06/2023,31,F,North Jaredport,Jenniferside,Minnesota,USA,Hospitalized,24/09/2023,N/A
3742,US-869275,16/11/2023,63,F,Amyville,Port Paulburgh,Nevada,USA,Recovered,03/08/2023,N/A
3743,US-164552,09/08/2023,21,M,Walkerburgh,Michaeltown,Massachusetts,USA,Hospitalized,31/05/2023,N/A
3744,US-281202,22/09/2023,89,F,Nicholsfurt,West Angelaborough,Connecticut,USA,Recovered,23/04/2023,N/A
3745,US-465148,16/11/2023,,F,Lake Jacobborough,Alifort,Maryland,USA,Recovered,06/11/2023,N/A
3746,US-76892,13/05/2023,90,F,Valerieport,Jennifermouth,Texas,USA,Deceased,04/10/2023,N/A
3747,US-424575,06/04/2023,57,F,North Madisonport,Benjaminview,West Virginia,USA,Recovered,27/11/2023,N/A
3748,US-452876,28/02/2023,,F,Williamsonchester,South Nicoletown,Connecticut,USA,Deceased,19/06/2023,N/A
3749,US-134348,22/03/2023,56,F,Tanyaview,New Megan,Utah,USA,Deceased,26/06/2023,N/A
3750,US-579667,03/06/2023,,,Brianmouth,Warrenside,Florida,USA,Recovered,21/08/2023,N/A
3751,US-454254,18/06/2023,12,,West Nicholasville,Lake Kelli,Colorado,USA,Recovered,07/02/2023,N/A
3752,US-323770,13/03/2023,,F,East Debra,Lake Johnny,Nebraska,USA,Deceased,28/08/2023,N/A
3753,US-805886,23/06/2023,17,F,Lake Jennifer,Tyronefort,Mississippi,USA,Deceased,18/10/2023,N/A
3754,US-157436,29/03/2023,11,M,Haysport,North Michelle,Montana,USA,Hospitalized,13/11/2023,N/A
3755,US-31942,13/06/2023,,M,Port Donaldchester,New Christytown,West Virginia,USA,Deceased,23/04/2023,N/A
3756,US-851614,24/08/2023,,F,Joelburgh,South Heatherstad,Vermont,USA,Recovered,16/03/2023,N/A
3757,US-118519,28/10/2023,,F,North Anthony,North Kayla,West Virginia,USA,Hospitalized,09/08/2023,N/A
3758,US-863330,17/05/2023,89,M,Fosterfurt,Wilcoxborough,Indiana,USA,Recovered,24/06/2023,N/A
3759,US-935469,19/02/2023,,M,Younghaven,Port Nathan,North Dakota,USA,Recovered,16/10/2023,N/A
3760,US-674794,10/02/2023,30,,Bryanfurt,Lake Sarahstad,Tennessee,USA,Deceased,23/08/2023,N/A
3761,US-985602,07/09/2023,29,M,Lake John,Hillport,Montana,USA,Recovered,04/02/2023,N/A
3762,US-294190,02/01/2023,56,F,Mccormickton,Pittmanville,Utah,USA,Deceased,24/07/2023,N/A
3763,US-288846,10/02/2023,42,F,Lake William,Lake John,Missouri,USA,Hospitalized,30/09/2023,N/A
3764,US-831997,07/02/2023,,F,Lake Charlene,East Cameron,Kansas,USA,Hospitalized,10/09/2023,N/A
3765,US-336794,30/10/2023,34,F,Diazchester,East Emilyhaven,New Hampshire,USA,Hospitalized,03/08/2023,N/A
3766,US-42846,31/01/2023,,M,South Charleshaven,North William,Michigan,USA,Hospitalized,06/04/2023,N/A
3767,US-251893,05/07/2023,,M,South Thomasberg,Mccartyhaven,Delaware,USA,Deceased,04/05/2023,N/A
3768,US-362523,26/05/2023,27,F,New Edward,Harrisfurt,Rhode Island,USA,Hospitalized,10/12/2023,N/A
3769,US-452924,28/09/2023,30,M,Reedfurt,East Juliaberg,Maine,USA,Deceased,13/12/2022,N/A
3770,US-526967,06/08/2023,50,F,North Peterside,Curtisshire,Colorado,USA,Deceased,01/06/2023,N/A
3771,US-898147,20/02/2023,12,M,Lake Rachael,Port Frankmouth,Illinois,USA,Hospitalized,06/02/2023,N/A
3772,US-7424,06/06/2023,2,M,East Lucas,New Paigeport,Connecticut,USA,Hospitalized,21/11/2023,N/A
3773,US-19002,21/12/2022,,F,Port Johnhaven,West Charlesburgh,North Dakota,USA,Hospitalized,18/05/2023,N/A
3774,US-623908,28/10/2023,56,F,North Jessicatown,Sparksshire,Alabama,USA,Hospitalized,14/04/2023,N/A
3775,US-642998,14/03/2023,37,,East Samantha,Ramosport,Georgia,USA,Recovered,17/08/2023,N/A
3776,US-80113,01/01/2023,22,F,Kristifort,North Tommy,Arkansas,USA,Hospitalized,10/11/2023,N/A
3777,US-95013,12/05/2023,9,F,East Calvin,Youngburgh,North Dakota,USA,Hospitalized,20/05/2023,N/A
3778,US-618826,27/06/2023,,M,Sherrymouth,New Brian,Ohio,USA,Deceased,14/12/2022,N/A
3779,US-163082,06/07/2023,68,M,East Amanda,New Cody,Idaho,USA,Deceased,16/12/2022,N/A
3780,US-625825,30/01/2023,77,F,Lake Evan,South Danielhaven,Pennsylvania,USA,Recovered,11/03/2023,N/A
3781,US-336399,03/07/2023,73,F,West Erin,Lake Nicolasfort,Kentucky,USA,Deceased,07/06/2023,N/A
3782,US-47497,04/06/2023,78,F,North Albert,Port Travistown,West Virginia,USA,Hospitalized,02/06/2023,N/A
3783,US-885571,25/10/2023,81,F,Nathanton,South Kevinborough,Nevada,USA,Recovered,25/11/2023,N/A
3784,US-219040,10/12/2022,9,M,North Jasmine,Port Jeffrey,Texas,USA,Hospitalized,18/11/2023,N/A
3785,US-287563,20/08/2023,52,M,Christinamouth,Ibarraburgh,Washington,USA,Deceased,15/01/2023,N/A
3786,US-964128,12/01/2023,95,M,Gonzalezchester,North Jessica,California,USA,Recovered,08/05/2023,N/A
3787,US-145471,16/08/2023,1,F,Helenborough,Heathermouth,Virginia,USA,Deceased,29/03/2023,N/A
3788,US-584844,02/02/2023,13,M,Amymouth,Lake Richardborough,Indiana,USA,Recovered,08/08/2023,N/A
3789,US-114761,15/08/2023,,,Charlesburgh,Port Jessica,Arkansas,USA,Deceased,18/05/2023,N/A
3790,US-906665,09/01/2023,30,M,Port Jessebury,Kellyton,North Dakota,USA,Deceased,09/01/2023,N/A
3791,US-333378,27/01/2023,66,M,New Andrewton,Reneebury,Delaware,USA,Deceased,12/06/2023,N/A
3792,US-157117,20/09/2023,,M,Lake Kathy,Port Shelley,Kentucky,USA,Recovered,14/03/2023,N/A
3793,US-499710,01/05/2023,85,M,West Marissa,Lake Nicholas,New Mexico,USA,Hospitalized,24/03/2023,N/A
3794,US-197442,29/06/2023,48,M,South Kevin,Adkinsshire,Vermont,USA,Hospitalized,21/08/2023,N/A
3795,US-695297,07/06/2023,,,Bradleyshire,New Sarah,New Jersey,USA,Hospitalized,15/11/2023,N/A
3796,US-716470,22/07/2023,4,M,Steinburgh,New Frederickview,Massachusetts,USA,Deceased,17/07/2023,N/A
3797,US-321545,15/12/2022,,M,North Rebeccamouth,Port Linda,Louisiana,USA,Deceased,13/11/2023,N/A
3798,US-223446,04/07/2023,68,F,West Franklinton,East Jimmy,Rhode Island,USA,Recovered,11/08/2023,N/A
3799,US-186517,23/03/2023,67,M,New Jennifer,Davisland,South Dakota,USA,Recovered,25/08/2023,N/A
3800,US-509493,28/09/2023,,,Seanland,Franktown,Wisconsin,USA,Deceased,02/11/2023,N/A
3801,US-851696,17/11/2023,66,F,New Cameronburgh,Frankchester,Utah,USA,Deceased,16/06/2023,N/A
3802,US-16712,15/11/2023,87,F,West Lance,Hobbston,Wisconsin,USA,Recovered,10/04/2023,N/A
3803,US-112579,29/10/2023,,M,Lake Michael,Williamsmouth,Arkansas,USA,Hospitalized,25/09/2023,N/A
3804,US-510146,17/02/2023,,M,Lake Danaton,Lake Brett,Rhode Island,USA,Hospitalized,07/11/2023,N/A
3805,US-991388,20/10/2023,,M,Port David,Port Jesse,Maryland,USA,Deceased,12/10/2023,N/A
3806,US-503200,01/04/2023,,F,West Lauraview,New Andrew,Delaware,USA,Deceased,09/09/2023,N/A
3807,US-780468,19/10/2023,62,F,Monicafort,Williamsonton,Arizona,USA,Hospitalized,17/06/2023,N/A
3808,US-545808,25/02/2023,37,F,Lake Travisbury,Lake Tamaraport,West Virginia,USA,Recovered,16/04/2023,N/A
3809,US-923782,11/01/2023,37,F,East Ashley,Wallaceport,Wisconsin,USA,Recovered,11/12/2022,N/A
3810,US-102236,25/08/2023,,M,Clarkburgh,New Dalechester,Virginia,USA,Deceased,06/11/2023,N/A
3811,US-421318,25/10/2023,,F,Port Amyburgh,Allenberg,Maryland,USA,Hospitalized,18/03/2023,N/A
3812,US-394047,24/04/2023,,M,Port Robert,Lake Jacqueline,Washington,USA,Recovered,04/04/2023,N/A
3813,US-219948,22/08/2023,1,F,Davidhaven,East Ryan,California,USA,Recovered,06/02/2023,N/A
3814,US-889585,01/11/2023,58,F,Port Jennifer,Whitneytown,Georgia,USA,Hospitalized,09/04/2023,N/A
3815,US-534705,13/08/2023,,F,Tinatown,Danielland,Georgia,USA,Deceased,07/11/2023,N/A
3816,US-627118,12/11/2023,,F,South Samuel,Mcfarlandberg,West Virginia,USA,Recovered,25/01/2023,N/A
3817,US-274395,22/01/2023,16,M,New Emilychester,South Jamesstad,Oklahoma,USA,Recovered,11/02/2023,N/A
3818,US-74056,08/10/2023,44,M,Jefferyburgh,Cohenburgh,North Carolina,USA,Deceased,21/12/2022,N/A
3819,US-77089,15/06/2023,,F,North April,Lake Jeffreyfort,South Dakota,USA,Recovered,20/09/2023,N/A
3820,US-210737,31/07/2023,,F,Nancyfurt,New Melissaton,Louisiana,USA,Deceased,15/07/2023,N/A
3821,US-631225,12/07/2023,94,M,Port Tyler,South Tammy,Colorado,USA,Recovered,25/08/2023,N/A
3822,US-336560,08/03/2023,19,M,Bradshawside,West Davidside,Indiana,USA,Hospitalized,29/01/2023,N/A
3823,US-864758,27/01/2023,,F,New Christopher,Williamsshire,Colorado,USA,Deceased,09/08/2023,N/A
3824,US-206788,21/04/2023,,M,Katrinamouth,Mariaborough,Georgia,USA,Hospitalized,26/03/2023,N/A
3825,US-520807,22/11/2023,41,M,North Jessica,Danielchester,Rhode Island,USA,Recovered,29/01/2023,N/A
3826,US-240306,09/07/2023,,M,Port Cynthiafort,Brownville,Montana,USA,Deceased,05/09/2023,N/A
3827,US-801133,23/11/2023,82,F,New Dennisstad,Salasshire,Missouri,USA,Deceased,30/10/2023,N/A
3828,US-362647,18/11/2023,47,F,Taylorberg,North Emily,New York,USA,Deceased,06/01/2023,N/A
3829,US-589870,10/07/2023,12,F,North Kimberlytown,Julieport,Maryland,USA,Hospitalized,09/11/2023,N/A
3830,US-515887,13/09/2023,73,F,East Jamiestad,Daltonchester,Arkansas,USA,Recovered,12/06/2023,N/A
3831,US-147934,16/05/2023,,F,North Tracy,Karaport,Utah,USA,Deceased,14/12/2022,N/A
3832,US-394013,10/11/2023,77,M,Daviston,Lake Lisaburgh,Pennsylvania,USA,Recovered,02/11/2023,N/A
3833,US-127509,01/09/2023,85,F,East Sarahshire,Garciaborough,Kansas,USA,Recovered,22/12/2022,N/A
3834,US-387783,01/06/2023,99,F,Port Nicole,East Tonya,Mississippi,USA,Hospitalized,10/10/2023,N/A
3835,US-856616,12/11/2023,9,M,Michaelland,Port Jennifer,Kansas,USA,Recovered,07/02/2023,N/A
3836,US-487216,04/07/2023,,,Daniellebury,Johnsonfort,Michigan,USA,Hospitalized,11/04/2023,N/A
3837,US-613632,12/07/2023,33,F,North Jodimouth,Roseberg,New Mexico,USA,Recovered,05/02/2023,N/A
3838,US-351825,06/11/2023,13,F,Port Angiebury,Huntborough,Wyoming,USA,Recovered,08/02/2023,N/A
3839,US-253213,31/07/2023,,,Sarahview,New Thomasborough,New Hampshire,USA,Hospitalized,12/08/2023,N/A
3840,US-806247,20/12/2022,,F,Barrettville,East Alyssaburgh,Maine,USA,Deceased,28/05/2023,N/A
3841,US-38184,17/04/2023,76,M,Lake Tammychester,Zavalahaven,Massachusetts,USA,Recovered,17/05/2023,N/A
3842,US-9645,27/11/2023,92,F,New Joel,New Roger,Louisiana,USA,Recovered,26/11/2023,N/A
3843,US-107882,07/06/2023,53,F,Port Natalieberg,West Kellitown,Oregon,USA,Deceased,30/12/2022,N/A
3844,US-348421,04/08/2023,98,F,Gonzalezmouth,Sarahchester,California,USA,Recovered,23/08/2023,N/A
3845,US-840741,08/10/2023,7,M,South Dawntown,West Barbara,Mississippi,USA,Hospitalized,31/03/2023,N/A
3846,US-51082,21/01/2023,15,M,Castillofurt,Michaelport,Oklahoma,USA,Hospitalized,07/03/2023,N/A
3847,US-585741,19/02/2023,,F,Lake Williamview,Zimmermanland,Florida,USA,Recovered,25/10/2023,N/A
3848,US-918652,04/10/2023,68,F,Lake Maryfort,Wendyfort,Nebraska,USA,Deceased,22/06/2023,N/A
3849,US-283663,23/11/2023,96,F,Santanamouth,Loganfort,Nebraska,USA,Recovered,08/02/2023,N/A
3850,US-68917,30/03/2023,72,M,Timothyshire,Howardchester,Missouri,USA,Hospitalized,15/05/2023,N/A
